product_name,product_image,payback_points,product_link,payback_condition,product_quantity,tag_label,price,product_information,store_address,store,category,offer_duration,date
Dtsch. Stachelbeeren oder Johannisbeeren,https://kaufland.media.schwarz/is/image/schwarz/00370601?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00370601.html,Keine Payback-Bedingung,je 500-g-Packg. (1 kg = 5.98),Kein Etikett,2.99 *,Kl. I,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Obst, Gemüse, Pflanzen","

									13.07. - 19.07.
								
",2023-07-15
Dtsch./israel. Speisefrühkartoffeln,https://kaufland.media.schwarz/is/image/schwarz/00991603TV-4?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00985351.html,Keine Payback-Bedingung,"je 2,5-kg-Sack (1 kg = 1.40)",Kein Etikett,3.49 *,"verschiedene Kocheigenschaften,ausgewählte Sorten laut Auszeichnung, Qualität I","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Obst, Gemüse, Pflanzen","

									13.07. - 19.07.
								
",2023-07-15
Niederl./belg. Cocktailrispentomaten,https://kaufland.media.schwarz/is/image/schwarz/00372690FR-1?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01276651.html,Keine Payback-Bedingung,500-g-Packg. (1 kg = 2.58),Kein Etikett,1.29 *,"Kl. I,Sorte: »Brioso«","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Obst, Gemüse, Pflanzen","

									13.07. - 19.07.
								
",2023-07-15
Rumän./serb. Kulturheidelbeeren,https://kaufland.media.schwarz/is/image/schwarz/00370254FR-2?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00995730.html,Keine Payback-Bedingung,500-g-Packg. (1 kg = 7.98),Kein Etikett,3.99 *,Kl. I,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Obst, Gemüse, Pflanzen","

									13.07. - 19.07.
								
",2023-07-15
Ananaspflanze,https://kaufland.media.schwarz/is/image/schwarz/P_802i?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01267406.html,Keine Payback-Bedingung,je ,Kein Etikett,9.99 *,Topf Ø 12cm,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Obst, Gemüse, Pflanzen","

									13.07. - 19.07.
								
",2023-07-15
Chrysantheme,https://kaufland.media.schwarz/is/image/schwarz/P_157m?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01181208.html,Keine Payback-Bedingung,je ,Kein Etikett,1.11 *,"versch. Farben,Topf Ø 10,5cm","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Obst, Gemüse, Pflanzen","

									13.07. - 19.07.
								
",2023-07-15
Chrysanthemen-Busch,https://kaufland.media.schwarz/is/image/schwarz/P_159n?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=09902099.html,Keine Payback-Bedingung,je ,Kein Etikett,4.99 *,"versch. Farben,Topf Ø 19 cm","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Obst, Gemüse, Pflanzen","

									13.07. - 19.07.
								
",2023-07-15
Hortensie,https://kaufland.media.schwarz/is/image/schwarz/P_301g-1?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01182246.html,Keine Payback-Bedingung,je ,Kein Etikett,6.99 *,"versch. Farben,Topf Ø 13 cm","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Obst, Gemüse, Pflanzen","

									13.07. - 19.07.
								
",2023-07-15
Hortensien-Busch,https://kaufland.media.schwarz/is/image/schwarz/P_300a?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=09901562.html,Keine Payback-Bedingung,je ,Kein Etikett,9.99 *,"versch. Farben,Topf Ø 19 cm","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Obst, Gemüse, Pflanzen","

									13.07. - 19.07.
								
",2023-07-15
Rosenstrauß Fairtrade,https://kaufland.media.schwarz/is/image/schwarz/P_537mb?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=09900174.html,Keine Payback-Bedingung,je ,Kein Etikett,5.99 *,versch. Farben,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Obst, Gemüse, Pflanzen","

									13.07. - 19.07.
								
",2023-07-15
KERRYGOLD Orig. irischer Cheddar,https://kaufland.media.schwarz/is/image/schwarz/01016729FRa?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01016729.html,Keine Payback-Bedingung,100 g ,"
			1/2 PREIS
					",0.99 ,"Hartkäse aus irischer Weidemilch,herzhafter Geschmack, 50 % Fett i. Tr.","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
13.07. - 19.07.
",2023-07-15
BAUER Diplomat Kümmel,https://kaufland.media.schwarz/is/image/schwarz/01066107FR?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01066107.html,Keine Payback-Bedingung,100 g ,"
			-25%
					",1.49 ,"Schnittkäse, herzhaft, vollmundigund zartschmelzend, 55 % Fett i. Tr.","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
13.07. - 19.07.
",2023-07-15
SWITZERLAND Appenzeller kräftig-würzig,https://kaufland.media.schwarz/is/image/schwarz/01252394FRa?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01252394.html,Keine Payback-Bedingung,100 g ,"
			-26%
					",1.99 ,"schweiz. Schnittkäse aus Rohmilch,4 - 5 Monate gereift, während der Reifung mitKräutersulz behandelt, 48 % Fett i. Tr.","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
13.07. - 19.07.
",2023-07-15
BERGADER Bavaria blu oder Bonifaz,https://kaufland.media.schwarz/is/image/schwarz/03500022FR?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=03500339.html,Keine Payback-Bedingung,je 100 g ,"
			-39%
					",1.39 ,"Weichkäse mit Weiß- und Blauschimmel odermit weißem Edelschimmelmantel,versch. Sorten, 70 % Fett i. Tr.","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
13.07. - 19.07.
",2023-07-15
Elsässer Winzerkäse,https://kaufland.media.schwarz/is/image/schwarz/01483036FR?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01483036.html,Keine Payback-Bedingung,100 g ,"
			-21%
					",1.79 ,"milder und voller Geschmack, cremig,mit essbarer Rinde,mind. 50 % Fett i. Tr.","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
13.07. - 19.07.
",2023-07-15
MÖVENPICK Fruchtjoghurt,https://kaufland.media.schwarz/is/image/schwarz/00409599?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00409599.html,Keine Payback-Bedingung,je 150-g-Becher (1 kg = 4.40),"
			KNÜLLER
					",0.66 ,"13 - 15 % Fett im Milchanteil,versch. Sorten","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
13.07. - 19.07.
",2023-07-15
DR. OETKER High Protein,https://kaufland.media.schwarz/is/image/schwarz/01338031?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01338031.html,Keine Payback-Bedingung,je 400-g-Becher (1 kg = 4.98),"
			-23%
					",1.99 ,"Pudding Schoko, Vanille oder Grießoder Milchreis","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
13.07. - 19.07.
",2023-07-15
KIDSWORLD Puddingdessert,https://kaufland.media.schwarz/is/image/schwarz/01140235?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01140235.html,Keine Payback-Bedingung,70-g-Stück (1 kg = 11.29),"
			-11%
					",0.79 ,"mit Schoko-Vanille-Geschmackund Spielzeug-Überraschung, versch. Motive","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
13.07. - 19.07.
",2023-07-15
MÜLLER Müllermilch,https://kaufland.media.schwarz/is/image/schwarz/00418012?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00418012.html,Keine Payback-Bedingung,je 400-ml-Fl. (1 l = 1.65),"
			KNÜLLER
					",0.66 ,"Milchmischgetränk,1,5 % Fett im Milchanteil,versch. Sorten","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
13.07. - 19.07.
",2023-07-15
K-TO GO XXL-Kaffeegetränk,https://kaufland.media.schwarz/is/image/schwarz/01467733?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01467733.html,Keine Payback-Bedingung,je 370-ml-Becher (1 l = 2.14),"
			-20%
					",0.79 ,Latte Macchiato oder Espresso,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
13.07. - 19.07.
",2023-07-15
"DR. OETKER Crème fraîche, légère oder Vega",https://kaufland.media.schwarz/is/image/schwarz/00494955?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00494955.html,Keine Payback-Bedingung,je 125 - 150-g-Becher (1 kg = 6.60 - 7.92) / (1 kg = 5.27 - 6.32)**,"
			-23%
					",0.99 ,"natur oder z. T. auch mit Kräutern,15 - 30 % Fett","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","

									13.07. - 19.07.
								
",2023-07-15
KERRYGOLD Butter,https://kaufland.media.schwarz/is/image/schwarz/01182734?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00600235.html,Keine Payback-Bedingung,je 200-g-Becher oder 250-g-Packg. (1 kg = 5.96 - 7.45),"
			KNÜLLER
					",1.49 ,original irische Butter,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
13.07. - 19.07.
",2023-07-15
GALBANI Mozzarella di Latte di Bufala,https://kaufland.media.schwarz/is/image/schwarz/00501583?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00501583.html,Keine Payback-Bedingung,235-g-Packg. Abtropfgewicht 125 g (1 kg = 15.92),"
			-33%
					",1.99 ,"Weichkäse aus echter Büffelmilchmit zart-cremigem Kern, 52 % Fett i. Tr.","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
13.07. - 19.07.
",2023-07-15
METEORA Griech. Schafskäse leicht,https://kaufland.media.schwarz/is/image/schwarz/01410794?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01410794.html,Keine Payback-Bedingung,150-g-Packg. (1 kg = 10.60) / (1 kg = 9.27)**,"
			KNÜLLER
					",1.59 ,"aus Schafs- und Ziegenmilch,23 % Fett i. Tr.","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","

									13.07. - 19.07.
								
",2023-07-15
ROUGETTE Grill- oder Ofenkäse,https://kaufland.media.schwarz/is/image/schwarz/00983335?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00983335.html,Keine Payback-Bedingung,je 180-g-Packg. (1 kg = 11.06)**,"
			-42%
					","1.99
									 **
","versch. Sorten, 55 - 60 % Fett i. Tr.","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","

									13.07. - 19.07.
								
",2023-07-15
HOCHLAND Schmelzkäse,https://kaufland.media.schwarz/is/image/schwarz/01145959?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01145959.html,Keine Payback-Bedingung,je 150 - 200-g-Packg. (1 kg = 6.95 - 9.27),"
			KNÜLLER
					",1.39 ,"versch. Sorten,35 - 51 % Fett i. Tr.","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
13.07. - 19.07.
",2023-07-15
FOL EPI Franz. Schnittkäse,https://kaufland.media.schwarz/is/image/schwarz/00509693?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00505982.html,Keine Payback-Bedingung,je 100 - 150-g-Packg. (1 kg = 9.60 - 14.40),"
			-46%
					",1.44 ,"48 - 50 % Fett i. Tr.,versch. Sorten","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
13.07. - 19.07.
",2023-07-15
K-CLASSIC Käse-Snacks,https://kaufland.media.schwarz/is/image/schwarz/01169539?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01169539.html,Keine Payback-Bedingung,je 220-g-Packg. (1 kg = 11.32),"
			-10%
					",2.49 ,"Gouda- und Bergkäse-oder Edamer- und Butterkäse-Würfelim Frische-Doppelpack, 45 % Fett i. Tr.","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
13.07. - 19.07.
",2023-07-15
EXQUISA Körniger Frischkäse Fitline,https://kaufland.media.schwarz/is/image/schwarz/00504357?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00504357.html,Keine Payback-Bedingung,200-g-Becher (1 kg = 4.95),"
			-40%
					",0.99 ,"reich an Protein, 0,8 % Fett abs.","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
13.07. - 19.07.
",2023-07-15
LÄTTA Original oder Joghurt,https://kaufland.media.schwarz/is/image/schwarz/01606078?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01606078.html,Keine Payback-Bedingung,je 450-g-Becher (1 kg = 2.43),"
			-45%
					",1.09 ,39 % Fett,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
13.07. - 19.07.
",2023-07-15
,,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01064257.html,Keine Payback-Bedingung,Keine Mengenangaben,Kein Etikett,,Keine Produktinformation,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette",,2023-07-15
NESTLÉ SCHÖLLER Eisgenuss,https://kaufland.media.schwarz/is/image/schwarz/00903468?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00903468.html,Keine Payback-Bedingung,je 4 - 9 St. = 300 - 840-ml-Packg. (1 l = 2.37 - 6.64)**,"
			1/2 PREIS
					","1.99
									 **
","versch. Sorten, z. B. Kaktus, Big Sandwich,Bum Bum oder Pirulo Kaktus Pink oder Tropical Mini","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Tiefkühlkost,"

									13.07. - 19.07.
								
",2023-07-15
FROSTA Gemüse,https://kaufland.media.schwarz/is/image/schwarz/01036247?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01036247.html,Keine Payback-Bedingung,je 300 - 450-g-Packg. (1 kg = 3.54 - 5.30),"
			-20%
					",1.59 ,"Erbsen und Bunte Karotten, Gartenerbsenoder Brokkoliröschen","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Tiefkühlkost,"
13.07. - 19.07.
",2023-07-15
DOVGAN Taschki Teigtaschen,https://kaufland.media.schwarz/is/image/schwarz/00806224?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00806224.html,Keine Payback-Bedingung,je 240 - 500-g-Packg. (1 kg = 3.98 - 8.30),"
			KNÜLLER
					",1.99 ,"nach russ. Art, versch. Sorten, auchals Mini-Pelmeni","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Tiefkühlkost,"
13.07. - 19.07.
",2023-07-15
WIESENHOF Dtsch. Hähnchen-Schenkel,https://kaufland.media.schwarz/is/image/schwarz/00706341?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00706341.html,Keine Payback-Bedingung,1-kg-Packg. ,"
			KNÜLLER
					",3.33 ,"HKL A, ungewürzt","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Tiefkühlkost,"
13.07. - 19.07.
",2023-07-15
ORIGINAL WAGNER Piccolinis oder Pizzies,https://kaufland.media.schwarz/is/image/schwarz/00852137?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00852137.html,Keine Payback-Bedingung,je 2 - 9 St. = 270 - 300-g-Packg. (1 kg = 5.97 - 6.63),"
			KNÜLLER
					",1.79 ,"aus dem Steinofen,versch. Sorten","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Tiefkühlkost,"
13.07. - 19.07.
",2023-07-15
COPPENRATH & WIESE Unsere Goldstücke,https://kaufland.media.schwarz/is/image/schwarz/00873653?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00873653.html,Keine Payback-Bedingung,je 6 - 9 St. = 300 - 540-g-Beutel (1 kg = 2.58 - 4.64),"
			-39%
					",1.39 ,"Brötchen zum Aufbacken, versch. Sorten","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Tiefkühlkost,"
13.07. - 19.07.
",2023-07-15
COPPENRATH & WIESE Lust auf Torte,https://kaufland.media.schwarz/is/image/schwarz/01306824?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01306824.html,Keine Payback-Bedingung,je 280 - 500-g-Packg. (1 kg = 5.98 - 10.68),"
			-37%
					",2.99 ,versch. Sorten,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Tiefkühlkost,"
13.07. - 19.07.
",2023-07-15
ESCAL White Tiger Garnelen,https://kaufland.media.schwarz/is/image/schwarz/00991514?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00991514.html,Keine Payback-Bedingung,300-g-Packg. (1 kg = 26.64),"
			-27%
					",7.99 ,gekocht und geschält,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Tiefkühlkost,"
13.07. - 19.07.
",2023-07-15
K-CLASSIC Schlemmerfilet,https://kaufland.media.schwarz/is/image/schwarz/01055104_P_859495?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01055104.html,Keine Payback-Bedingung,je 400-g-Packg. (1 kg = 4.98),"
			-28%
					",1.99 ,versch. Sorten,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Tiefkühlkost,"
13.07. - 19.07.
",2023-07-15
LASCHINGER Wolfsbarsch,https://kaufland.media.schwarz/is/image/schwarz/01365771?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01365771.html,Keine Payback-Bedingung,"1,035-kg-Packg. (1 kg = 8.69)","
			-18%
					",8.99 ,"mit separatem Gewürzsalz, ideal zum Grillen,3 - 5 Fische, einzeln entnehmbar","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Tiefkühlkost,"
13.07. - 19.07.
",2023-07-15
Antipasti-Creme,https://kaufland.media.schwarz/is/image/schwarz/01157823FR?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01157823.html,Keine Payback-Bedingung,je 100 g ,"
			KNÜLLER
					",0.88 ,"Frischkäsecreme, Doppelrahmstufe,versch. Sorten","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Feinkost, Konserven","
13.07. - 19.07.
",2023-07-15
Grüne Oliven,https://kaufland.media.schwarz/is/image/schwarz/01157826FR?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01157826.html,Keine Payback-Bedingung,100 g ,"
			KNÜLLER
					",0.79 ,"mit Basilikum verfeinert, ohne Stein","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Feinkost, Konserven","
13.07. - 19.07.
",2023-07-15
BÜRGER Maultaschen Unsere Besten,https://kaufland.media.schwarz/is/image/schwarz/00952311?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00952311.html,Keine Payback-Bedingung,4 St. = 400-g-Packg. (1 kg = 6.23),"
			KNÜLLER
					",2.49 ,mit extra viel Füllung,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Feinkost, Konserven","
13.07. - 19.07.
",2023-07-15
K-CLASSIC Focaccia,https://kaufland.media.schwarz/is/image/schwarz/01487304_P_648550?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01487304.html,Keine Payback-Bedingung,je 300 - 330-g-Packg. (1 kg = 5.43 - 5.97),"
			-10%
					",1.79 ,Knoblauch-Kräuter-Mozzarella oderPaprika-Olive,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Feinkost, Konserven","
13.07. - 19.07.
",2023-07-15
KNACK & BACK Brötchen zum Selberbacken,https://kaufland.media.schwarz/is/image/schwarz/01204411?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01204411.html,Keine Payback-Bedingung,je 6 - 8 St. = 250 - 400-g-Dose (1 kg = 3.73 - 5.96),"
			-34%
					",1.49 ,Frischteig für versch. Sorten,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Feinkost, Konserven","
13.07. - 19.07.
",2023-07-15
POPP Pikanter Brotaufstrich,https://kaufland.media.schwarz/is/image/schwarz/01276054?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01276054.html,Keine Payback-Bedingung,je 150-g-Becher (1 kg = 7.94),"
			KNÜLLER
					",1.19 ,versch. Sorten,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Feinkost, Konserven","
13.07. - 19.07.
",2023-07-15
