product_information,product_id
"ProduktbeschreibungArtikelnummer 6874002Ergänzungsfuttermittel für Hunde. Ein Vitakraft Beef Stick® lässt einfach jedes Hunde-Herz höher schlagen! Das Original unter den Fleischsticks überzeugt große und kleine Vierbeiner gleichermaßen – durch den einzigartigen, herzhaften Geschmack, den absolut köstlichen Geruch und einen extra hohen Fleischanteil. Perfekt zum Verwöhnen, Belohnen oder einfach für den kleinen Hunger zwischendurch! Besonders praktisch: Durch die frischeversiegelte Aufreißpackung ist der Beef Stick® Original auch ideal für unterwegs.ZusammensetzungZusammensetzung: Fleisch und tierische Nebenerzeugnisse von Rind, Schwein und Geflügel (92,5%, davon 6% Pute), Mineralstoffe, Pflanzliche, Nebenerzeugnisse (Kartoffelstärke), Getreide (Reis)Analytische Bestandteile: Fettgehalt 26,0 % ;Feuchtigkeit 33,0 % ;Protein 29,0 % ;Rohasche 9,0 % ;Rohfaser 3,0 % ;Zusatzstoffe pro kg: 3a672a, Vitamin A  5000 IE ;E671, Vitamin D3 500 IE ;FütterungsempfehlungDen Stick ganz oder in kleine Stücke geteilt als Snack zwischendurch füttern.ArtikeldetailsMarke: VitakraftUrsprungsland: ÖsterreichGeschmacksrichtung: PuteTierart: HundFutterart: ErgänzungsfutterKontaktKontaktname: Vitakraft pet care GmbH & Co.KGKontaktadresse: D-28295 BremenMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",6874002
"ProduktbeschreibungArtikelnummer 8511219Feine Stückchen, liebevoll serviert in einer verführerischen Sauce mit denen Sie Ihre Katze immer wieder auf ein Neues faszinieren können. Eine ideale Portion für einen frischen Geschmack bei jeder Mahlzeit. SHEBA® Fresh & Fine mit Huhn und Truthahn ist in einem 6 x 50g Portionsbeutel Multipack erhältlich.ZusammensetzungZusammensetzung: mit Huhn - Zusammensetzung: Fleisch und tierische Nebenerzeugnisse (45%, u.a. Huhn 4%), pflanzliche Nebenerzeugnisse, Mineralstoffe, Zucker. # mit Truthahn - Zusammensetzung: Fleisch und tierische Nebenerzeugnisse (45%, u.a. Truthahn 4%), pflanzliche Nebenerzeugnisse, Mineralstoffe, Zucker.Analytische Bestandteile: Protein: 8.0; Fettgehalt: 5.0; anorganischer Stoff: 1.9; Rohfaser: 0.30; Feuchtigkeit: 83.0. Brennwert: 41 kcal/50 g.Zusatzstoffe pro kg: Taurin: 573 mg, Kupfer (Kupfer(II)-sulfat-Pentahydrat): 1.3 mg, Jod (Calciumjodat wasserfrei): 0.34 mg, Eisen (Eisen-(II)-sulfat-Monohydrat): 16.8 mg, Mangan (Mangan(II)-sulfat, Monohydrat): 3.4 mg, Zink (Zinksulfat Monohydrat): 16.0 mg.Fütterungsempfehlung1 Portionsbeutel lässt sich durch 10 - 12 g Trockennahrung ersetzen. Berücksichtigen Sie die Kalorien, die von Snacks stammen. Fütterungsmengen sind nur als Richtlinien gedacht. Passen Sie die Fütterungsmenge entsprechend dem Alter, der Größe und der Aktivität Ihrer Katze an. Verteilen Sie die Fütterungsportionen über den Tag hinweg. Für ausführlichere Informationen besuchen Sie bitte unsere Website. Stellen Sie frisches Trinkwasser bereit. Bitte bei Zimmertemperatur servieren,HinweiseAufbewahrungs- und Verwendungshinweis: Futterreste maximal 2 Tage kühl lagern.ArtikeldetailsMarke: ShebaUrsprungsland: LitauenTierart: KatzeAltersstufe des Haustieres: AdultFutterart: AlleinfutterKontaktKontakt: 04231/943250,kontakt@de.mars.comZulassungsnummer: LT35-004Kontaktname: Mars GmbHKontaktadresse: Postfach 1280, 27281 Verden (Aller)Maximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8511219
"ProduktbeschreibungArtikelnummer 1302549Hunde lieben Fleisch. Gutes Hundefutter sollte aber auch ausgewogen und gesund sein. 
Pedigree Adult mit verbesserter Rezeptur aus 51% Fleisch und dem guten Verhältnis aus Proteinen und Eiweiß, sowie Vitaminen und Ballaststoffen ist artgerechte und ausgewogene Hundenahrung. Hergestellt mit hochwertigen Zutaten und garantiert ohne künstliche Aroma-und Farbstoffe, ohne künstliche Konservierungsstoffe und ohne Zuckerzusatz. 

Vital Protection
Mit unseren Pedigree Feuchtprodukten unterstützen Sie Ihren Hund in seinen täglichen Bedürfnissen. Unsere Produkte enthalten natürliche Ballaststoffe zur Unterstützung einer gesunden Verdauung, Kalzium zur Unterstützung gesunder Knochen, Zink und Sonnenblumenöl mit Omega 6 helfen für ein glänzendes Fell, sowie Vitamin E zur Unterstützung eines gesunden Immunsystems.... mehr anzeigenDie PEDIGREE® Adult Dose in Pastete mit 3 Sorten: Rind, Lamm und Huhn ist ein 100% vollwertiges und gesundes Hundefutter mit ausgewählten natürlichen Zutaten sowie Vitaminen und Mineralstoffen, die Ihren ausgewachsenen Hund mit der nötigen Energie für ein glückliches Hundeleben versorgt.ZusammensetzungZusammensetzung: Fleisch und tierische Nebenerzeugnisse (51%, davon 95% natürlich*, u.a. 12% einer Mischung aus Rind, Lamm und Huhn), Getreide, Mineralstoffe, pflanzliche Eiweißextrakte, pflanzliche Nebenerzeugnisse (u.a. 0.5% getrocknete Rübenschnitzel). *natürliche Zutaten.Analytische Bestandteile: Protein: 8.7; Fettgehalt: 5.3; anorganischer Stoff: 2.2; Rohfaser: 0.50; Feuchtigkeit: 80.5. Brennwert: 90 kcal/100 g.Zusatzstoffe pro kg: Vitamin D₃: 300 IE, Kupfer (Kupfer(II)-sulfat-Pentahydrat): 1.5 mg, Jod (Calciumjodat wasserfrei): 0.23 mg, Eisen (Eisen-(II)-sulfat-Monohydrat): 3.0 mg, Mangan (Mangan(II)-sulfat, Monohydrat): 1.8 mg, Zink (Zinksulfat Monohydrat): 19.4 mg / Technologische Zusatzstoffe: Cassia-Gum: 2800 mg.FütterungsempfehlungWir empfehlen eine Mischung aus PEDIGREE® Feucht- und Trockennahrung zu füttern. 5kg Körpergewicht: 1/4 Dose + 35g Trockennahrung pro Tag. 10kg Trockennahrung: 1/2 Dose + 45g Trockennahrung pro Tag. 20kg Körpergewicht: 3/4 Dose + 95g Trockennahrung pro Tag. 30kg Körpergewicht: 1 Dose + 120g Trockennahrung pro Tag. 40kg Körpergewicht: 1 1/4 Dose + 150g Trockennahrung pro Tag. Nehmen Sie sich Zeit für die Fütterungsumstellung, passen Sie die Fütterungsmenge an und teilen Sie diese in mehrere Mahlzeiten, entsprechend den Bedürfnissen Ihres Tieres. Für Fütterungsinformationen besuchen Sie unsere Website oder wenden Sie sich an unser Kundentelefon. Stellen Sie frisches Trinkwasser bereit. Futter bitte bei Zimmertemperatur servieren.HinweiseAufbewahrungs- und Verwendungshinweis: Futterreste maximal 2 Tage kühl lagern.ArtikeldetailsMarkePedigreeUrsprungslandFrankreichTierartHundAltersstufe des HaustieresAdultFutterartErgänzungsfutterPackungsgröße800gKontaktKontakt: 04231/943 250Zulassungsnummer: FR45273002Kontaktname: Mars GmbHKontaktadresse: Postfach 1280, 27281 Verden (Aller)Maximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",1302549
"ProduktbeschreibungArtikelnummer 3158316Hergestellt für: REWE Markt GmbH, D-50603 Köln. Zutaten & AllergeneZutaten: WalnusskerneAllergenhinweise: Kann Spuren von anderen Schalenfrüchten, Erdnüssen und Sulfiten enthalten.NährwerteDurchschnittliche Nährwertepro 100 gEnergie2.922 kJEnergie708 kcalFett67,7 gFett, davon gesättigte Fettsäuren6,7 gKohlenhydrate5,4 gKohlenhydrate, davon Zucker2,4 gEiweiß16,8 gSalz0 gHinweiseAufbewahrungs- und Verwendungshinweis: Trocken lagern. Vor Wärme schützen.ArtikeldetailsMarke: REWE Beste WahlKontaktKontaktname: nutwork Handelsgesellschaft mbKontaktadresse: Burchardstraße 8, 20095 HamburgFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",3158316
"ProduktbeschreibungArtikelnummer 8196115Zutaten & AllergeneZutaten: Wasser, Zucker, Glukosesirup, Kokosfett, fettarmes Kakaopulver 6,0%, MANDELMARK 3,0%, WEIZENMEHL, Glukose-Fruktose-Sirup, modifizierte Stärke, Emulgator Mono- und Diglyceride von Speisefettsäuren, Stabilisatoren (Johannisbrotkernmehl, Guarkernmehl, Carrageen), Speisesalz, natürliches Vanille-Aroma.  Kann Spuren von Milch, anderen Schalenfrüchten und Erdnüssen enthalten. Zusatzstoffe: E 1422, E 407, E 410, E 412, E 471Allergenhinweise: Glutenhaltiges Getreide (Weizen, Gerste, Roggen, Hafer, Dinkel, Kamut oder Hybridstämme) , Schalenfrüchte, d.h. Mandel (Amygdalus communis L.), Haselnuss (Corylus avellana), Walnuss (Juglans regia), Kaschunuss (Anacardium occidentale),Pecannuss (Carya illinoies (Wangenh.) K. Koch), Paranuss (Bertholletia excelsa), Pistazie (Pistacia vera), Macadamianuss und Queenslandnuss (Macadamia ternifolia) sowie daraus hergestellte ErzeugnisseNährwerteDurchschnittliche Nährwertepro 100 gEnergie955 kJEnergie228 kcalFett10,6 gFett, davon gesättigte Fettsäuren8 gKohlenhydrate29,4 gKohlenhydrate, davon Zucker25,3 gEiweiß2,6 gSalz0,05 gHinweiseVerwendungshinweise: Bei -18°CArtikeldetailsMarke: REWE Beste WahlEigenschaften: Vegan, LaktosefreiUrsprungsland: DeutschlandSorte: Choco TripleKontaktKontaktname: Eisbär Eis GmbHKontaktadresse: Eisbärstr. 1, 21641 Apensen, DeutschlandFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8196115
"ProduktbeschreibungArtikelnummer 7959743Zutaten & AllergeneZutaten: SCHLAGSAHNE 27,3%, eingedickte entrahmte MILCH, Glukosesirup, MOLKENERZEUGNIS, Glukose-Fruktose-Sirup, Zucker, MANDELN, Invertzuckersirup, gezuckerte KondensMAGERMILCH (MAGERMILCH, Zucker), Bananenmark 2,2%, Emulgator Mono- und Diglyceride von Speisefettsäuren, Stabilisatoren (Johannisbrotkernmehl, Guarkernmehl, Carrageen, Pektine), Bananensaftkonzentrat, fettarmes Kakaopulver1, Inulin, färbende Lebensmittel (Karottenkonzentrat, Saflorkonzentrat), natürliche Aromen, natürliches Bananenaroma mit anderen natürlichen Aromen, Kakaobutter1, Speisesalz, Säuerungsmittel MILCHsäure, Antioxidationsmittel Ascorbinsäure.1 Rainforest Alliance Certified  Kann Spuren von Soja, anderen Schalenfrüchten und Erdnüssen enthalten. Zusatzstoffe: E 270, E 300, E 407, E 410, E 412, E 440, E 471Allergenhinweise: Milch und Milcherzeugnisse (einschließlich Lactose) , Schalenfrüchte, d.h. Mandel (Amygdalus communis L.), Haselnuss (Corylus avellana), Walnuss (Juglans regia), Kaschunuss (Anacardium occidentale),Pecannuss (Carya illinoies (Wangenh.) K. Koch), Paranuss (Bertholletia excelsa), Pistazie (Pistacia vera), Macadamianuss und Queenslandnuss (Macadamia ternifolia) sowie daraus hergestellte ErzeugnisseNährwerteDurchschnittliche Nährwertepro 100 gEnergie991 kJEnergie237 kcalFett11,4 gFett, davon gesättigte Fettsäuren6,1 gKohlenhydrate29 gKohlenhydrate, davon Zucker24,6 gEiweiß3,8 gSalz0,13 gHinweiseVerwendungshinweise: Bei -18°CArtikeldetailsMarke: REWE Beste WahlUrsprungsland: DeutschlandSorte: Banana SplitKontaktKontaktname: Eisbär Eis GmbHKontaktadresse: Eisbärstr. 1, 21641 Apensen, DeutschlandFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",7959743
"ProduktbeschreibungArtikelnummer 959591Zutaten & AllergeneZutaten: Entrahmte MILCH*, SAHNE* 34%, Rohrohrzucker*, HÜHNEREIEIGELB*, Glukosesirup*, MAGERMILCHPULVER*, Stabilisator (Johannisbrotkernmehl*), Bourbon-Vanilleextrakt*, gemahlene Bourbon-Vanilleschoten*. * aus kontrolliert biologischer Landwirtschaft.  Kann Spuren von glutenhaltigem Getreide, Erdnuss, Soja und Schalenfrüchten enthalten. Zusatzstoffe: E 410Allergenhinweise: Eier und Eierzeugnisse , Milch und Milcherzeugnisse (einschließlich Lactose)NährwerteDurchschnittliche Nährwertepro 100 gEnergie875 kJEnergie209 kcalFett11,6 gFett, davon gesättigte Fettsäuren6,8 gKohlenhydrate22,4 gKohlenhydrate, davon Zucker20,1 gEiweiß3,7 gSalz0,13 gHinweiseVerwendungshinweise: Bei -18°CArtikeldetailsMarke: REWE BioEigenschaften: BioUrsprungsland: DeutschlandKontaktKontaktname: Öko Service GmbHKontaktadresse: Auf dem Kleie 2, 49176 Hilter a.T.W., DeutschlandFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",959591
"ProduktbeschreibungArtikelnummer 7091046Himbeeren, tiefgefroren.

REWE-Zentral AG, Domstr. 20, 50668 Köln NährwerteDurchschnittliche Nährwertepro 100 gEnergie183 kJEnergie44 kcalFett0,7 gFett, davon gesättigte Fettsäuren0 gKohlenhydrate5 gKohlenhydrate, davon Zucker4,4 gEiweiß1,2 gSalz0 gHinweiseAufbewahrungshinweise: Kühlschrank (7°C): 1 Tag; *-Fach oder Eiswürfelfach (-6°C): 3 Tage; **-Fach (-12°C): 2 Wochen; ***-Fach oder Tiefkühltruhe (-18°C): siehe Aufdruck MindesthaltbarkeitsdatumVerwendungshinweise: Bei -18°CArtikeldetailsMarke: REWE Beste WahlUrsprungsland: SerbienKontaktKontaktname: LUKOWA Food GmbHKontaktadresse: Marktstrasse 30, 6850 Dornbirn, ÖsterreichFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",7091046
"ProduktbeschreibungArtikelnummer 8341949Zutaten & AllergeneZutaten: Himbeeren*, schwarze Johannisbeeren*, Brombeeren*, rote Johannisbeeren*, Erdbeeren*, Heidelbeeren*.*aus kontrolliert biologischer LandwirtschaftNährwerteDurchschnittliche Nährwertepro 100 gEnergie179 kJEnergie43 kcalFett< 0,1 gFett, davon gesättigte Fettsäuren< 0,1 gKohlenhydrate7,8 gKohlenhydrate, davon Zucker7,8 gEiweiß0,9 gSalz< 0,01 gHinweiseAufbewahrungshinweise: Kühlschrank (7 °C): 1 Tag; *-Fach oder Eiswürfelfach (-6 °C): 2 Tage; **-Fach (-12 °C): 2 Wochen; ***-Fach oder Tiefkühltruhe (-18 °C): siehe Aufdruck FrontlascheBei Aufbewahrung im Kühlschrank bitte die Packung auf einen Teller oder in eine Schale legen.Gewünschte Menge Beerenmischung entnehmen und die angebrochene Packung sofort zurück in die Tiefkühlung geben.Verwendungshinweise: Bei -18°CArtikeldetailsMarke: REWE BioEigenschaften: BioUrsprungsland: PolenKontaktKontaktname: Öko Service GmbHKontaktadresse: Auf dem Kleie 2, 49176 Hilter a.T.W., DeutschlandFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8341949
"ProduktbeschreibungArtikelnummer 959592Zutaten & AllergeneZutaten: Entrahmte MILCH*, Sahne* 34 %, Rohrohrzucker*, HÜHNEREIEIGELB*, fettarmes Kakaopulver* 3,5 %, Glukosesirup*, Stabilisator (Johannisbrotkernmehl*). * aus kontrolliert biologischer Landwirtschaft.¹Rainforest Alliance-zertifiziert  Kann Spuren von glutenhaltigem Getreide, Erdnuss, Soja und Schalenfrüchten enthalten. Zusatzstoffe: E 410Allergenhinweise: Eier und Eierzeugnisse , Milch und Milcherzeugnisse (einschließlich Lactose)NährwerteDurchschnittliche Nährwertepro 100 gEnergie869 kJEnergie208 kcalFett11,9 gFett, davon gesättigte Fettsäuren7 gKohlenhydrate20,7 gKohlenhydrate, davon Zucker18 gEiweiß3,9 gSalz0,11 gHinweiseVerwendungshinweise: Bei -18°CArtikeldetailsMarke: REWE BioEigenschaften: BioUrsprungsland: DeutschlandKontaktKontaktname: Öko Service GmbHKontaktadresse: Auf dem Kleie 2, 49176 Hilter a.T.W., DeutschlandFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",959592
"ProduktbeschreibungArtikelnummer 8667193Zutaten & AllergeneZutaten: Entrahmte MILCH, Erdbeermark 27,1%, Süßungsmittel (Erythrit, Sorbit, Xylit, Steviolglycoside aus Stevia), SCHLAGSAHNE, MOLKENEIWEISSPULVER 3,2%, Inulin, MILCHEIWEISSPULVER 2,0%, Zucker, Glukosesirup, Emulgator (Mono- und Diglyceride von Speisefettsäuren), Stabilisatoren (Johannisbrotkernmehl, Guarkernmehl), natürliche Aromen, färbende Frucht- und Pflanzenkonzentrate (Rote Bete, Karotte, Saflor), Zitronensaftkonzentrat, Säuerungsmittel (Citronensäure).  Kann Spuren von Gluten, Ei, Soja, Schalenfrüchten und Erdnüssen enthalten. Zusatzstoffe: E 330, E 410, E 412, E 420 i), E 471, E 960, E 967, E 968NährwerteDurchschnittliche Nährwertepro 100 gEnergie502 kJEnergie119 kcalFett1,9 gFett, davon gesättigte Fettsäuren1,3 gKohlenhydrate18,5 gKohlenhydrate, davon Zucker10,2 gEiweiß8,7 gSalz0,15 gHinweiseVerwendungshinweise: Bei -18°CArtikeldetailsMarke: REWE Beste WahlUrsprungsland: DeutschlandKontaktKontaktname: Eisbär Eis GmbHKontaktadresse: Eisbärstr. 1, 21641 Apensen, DeutschlandFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8667193
"ProduktbeschreibungArtikelnummer 8476825Zutaten & AllergeneZutaten: Wasser, HAFERSIRUP 18,1%, Zucker, pflanzliche Fette (Kokos, Palm), Glukosesirup, WEIZENMEHL, Inulin, fettarmes Kakaopulver1 1,7%, Rapsöl, Emulgatoren (Mono- und Diglyceride von Speisefettsäuren, Lecithine (enthält SOJA)), Stabilisatoren (Johannisbrotkernmehl, Guarkernmehl, Carrageen), Glukose-Fruktose-Sirup, Kakaomasse1, Speisesalz, modifizierte Stärke, natürliches Bourbon-Vanille-Aroma, natürliches Vanille-Aroma, Kakaobutter1, färbendes Karottenkonzentrat, Vanillezucker (Zucker, gemahlene Vanilleschoten), Säuerungsmittel Citronensäure.1 Rainforest Alliance zertifiziert  Kann Spuren von Milch, Ei, Schalenfrüchten und Erdnüssen enthalten. Zusatzstoffe: E 1422, E 322, E 330, E 407, E 410, E 412, E 471Allergenhinweise: Glutenhaltiges Getreide (Weizen, Gerste, Roggen, Hafer, Dinkel, Kamut oder Hybridstämme) , Soja und SojaerzeugnisseNährwerteDurchschnittliche Nährwertepro 100 gEnergie1.039 kJEnergie249 kcalFett12,7 gFett, davon gesättigte Fettsäuren9,2 gKohlenhydrate30,4 gKohlenhydrate, davon Zucker23,5 gEiweiß1,6 gSalz0,18 gHinweiseVerwendungshinweise: Bei -18°CArtikeldetailsMarke: REWE Beste WahlEigenschaften: Vegan, LaktosefreiUrsprungsland: DeutschlandSorte: Choco Cookie DoughKontaktKontaktname: Eisbär Eis GmbHKontaktadresse: Eisbärstr. 1, 21641 Apensen, DeutschlandFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8476825
"ProduktbeschreibungArtikelnummer 8480622Zutaten & AllergeneZutaten: Eingedickte entrahmte MILCH, SCHLAGSAHNE 23,9%, Zucker, Heidelbeeren 7,2%, Heidelbeerpüree 5,5%, Invertzuckersirup, WEIZENMEHL, HÜHNERVOLLEI1, KakaoBUTTER2, VOLLMILCHPULVER, gesalzene BUTTER (BUTTER, Speisesalz), Karamellzuckersirup, modifizierte Stärke, gezuckerte KondensmagerMILCH (MagerMILCH, Zucker), Zitronensaftkonzentrat, Emulgator Lecithine, Stabilisatoren (Johannisbrotkernmehl, Guarkernmehl), natürliche Aromen, Bourbon-Vanilleextrakt, färbendes Karottenkonzentrat, Speisesalz, Backtriebmittel Natriumhydrogencarbonat.1 aus Freilandhaltung2 Rainforest Alliance zertifiziert  Kann Spuren von Soja, Schalenfrüchten und Erdnüssen enthalten. Zusatzstoffe: E 1422, E 322, E 410, E 412, E 500 ii)Allergenhinweise: Eier und Eierzeugnisse , Glutenhaltiges Getreide (Weizen, Gerste, Roggen, Hafer, Dinkel, Kamut oder Hybridstämme) , Milch und Milcherzeugnisse (einschließlich Lactose)NährwerteDurchschnittliche Nährwertepro 100 gEnergie850 kJEnergie203 kcalFett9 gFett, davon gesättigte Fettsäuren5,9 gKohlenhydrate26,9 gKohlenhydrate, davon Zucker25,4 gEiweiß3,2 gSalz0,1 gHinweiseVerwendungshinweise: Bei -18°CArtikeldetailsMarke: REWE Beste WahlUrsprungsland: DeutschlandSorte: Blueberry PieKontaktKontaktname: Eisbär Eis GmbHKontaktadresse: Eisbärstr. 1, 21641 Apensen, DeutschlandFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8480622
"ProduktbeschreibungArtikelnummer 2309834Zutaten & AllergeneZutaten: Eingedickte entrahmte MILCH, MOLKENERZEUGNIS, Zucker, pflanzliches Fett (Kokos), Erdbeermark 7,5%, Glukose-Fruktose-Sirup, Kakaobutter, Emulgatoren (Mono- und Diglyceride von Speisefettsäuren, Lecithine), Stabilisatoren (Johannisbrotkernmehl, Guarkernmehl), VOLLMILCHPULVER, Aroniasaftkonzentrat, Säuerungsmittel Citronensäure, färbender Karottenextrakt, natürliches Bourbon-Vanille-Aroma, Vanillepulver.  Kann Spuren von Schalenfrüchten enthalten. Zusatzstoffe: E 322, E 330, E 410, E 412, E 471Allergenhinweise: Milch und Milcherzeugnisse (einschließlich Lactose)NährwerteDurchschnittliche Nährwertepro 100 gEnergie834 kJEnergie199 kcalFett9,6 gFett, davon gesättigte Fettsäuren8,5 gKohlenhydrate24,9 gKohlenhydrate, davon Zucker23,6 gEiweiß2,9 gSalz0,15 gHinweiseVerwendungshinweise: Bei -18°CArtikeldetailsMarke: ja!Ursprungsland: DeutschlandKontaktKontaktname: Eisbär Eis GmbHKontaktadresse: Eisbärstr. 1, 21641 Apensen, DeutschlandFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",2309834
"ProduktbeschreibungArtikelnummer 7121696Zutaten & AllergeneZutaten: Entrahmte MILCH, MOLKENERZEUGNIS, WEIZENMEHL, Kokosfett, Glukose-Fruktose-Sirup, Zucker, Erdbeermark 3,2%, fettarmes Kakaopulver¹ 1,2%, Emulgatoren (Mono- und Diglyceride von Speisefettsäuren, Lecithine (enthält SOJA)), Stabilisatoren (Johannisbrotkernmehl, Guarkernmehl), natürliches Erdbeer-Aroma, Bourbon-Vanille-Extrakt, natürliches Vanille-Aroma, Säuerungsmittel (Citronensäure), färbendes Rote-Bete-Saftkonzentrat, färbender Karottenextrakt, Karamellzuckersirup, pflanzliche Öle (Sonnenblume, Raps, SOJA, Palm, in veränderlichen Gewichtsanteilen), Speisesalz, Backtriebmittel (Natriumhydrogencarbonat). ¹Rainforest Alliance-zertifiziert  Kann Spuren von Ei, Schalenfrüchten und Erdnüssen enthalten. Zusatzstoffe: E 322, E 330, E 410, E 412, E 471, E 500 ii)Allergenhinweise: Glutenhaltiges Getreide (Weizen, Gerste, Roggen, Hafer, Dinkel, Kamut oder Hybridstämme) , Soja und SojaerzeugnisseNährwerteDurchschnittliche Nährwertepro 100 gEnergie914 kJEnergie218 kcalFett10 gFett, davon gesättigte Fettsäuren8,9 gKohlenhydrate27,4 gKohlenhydrate, davon Zucker18,4 gEiweiß4 gSalz0,18 gHinweiseVerwendungshinweise: Bei -18°CArtikeldetailsMarke: ja!Ursprungsland: DeutschlandKontaktKontaktname: Eisbär Eis GmbHKontaktadresse: Eisbärstr. 1, 21641 Apensen, DeutschlandFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",7121696
"ProduktbeschreibungArtikelnummer 7122765Zutaten & AllergeneZutaten: Entrahmte MILCH, pflanzliche Fette (Kokos, Palm), MOLKENERZEUGNIS, Zucker, Glukose-Fruktose-Sirup, WEIZENMEHL, Palmöl, fettarmes Kakaopulver, Emulgatoren (Mono- und Diglyceride von Speisefettsäuren, Lecithine (enthält SOJA)), Stabilisatoren (Johannisbrotkernmehl, Guarkernmehl), Bourbon-Vanille-Extrakt, Speisesalz, Karamellzuckersirup, Backtriebmittel Natriumhydrogencarbonat.  Kann Spuren von Schalenfrüchten und Erdnüssen enthalten. Zusatzstoffe: E 322, E 410, E 412, E 471, E 500 ii)Allergenhinweise: Glutenhaltiges Getreide (Weizen, Gerste, Roggen, Hafer, Dinkel, Kamut oder Hybridstämme) , Milch und Milcherzeugnisse (einschließlich Lactose) , Soja und SojaerzeugnisseNährwerteDurchschnittliche Nährwertepro 100 gEnergie1.072 kJEnergie257 kcalFett16,1 gFett, davon gesättigte Fettsäuren13,6 gKohlenhydrate24,3 gKohlenhydrate, davon Zucker20 gEiweiß3,3 gSalz0,15 gHinweiseVerwendungshinweise: Bei -18°CArtikeldetailsMarke: ja!Ursprungsland: DeutschlandKontaktKontaktname: Eisbär Eis GmbHKontaktadresse: Eisbärstr. 1, 21641 Apensen, DeutschlandFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",7122765
