,product_information,product_id
265,"Gefahren- / WarnhinweiseGefahrVerursacht schwere Augenschäden. Schädlich für Wasserorganismen, mit langfristiger Wirkung. Ist ärztlicher Rat erforderlich, Verpackung oder Kennzeichnungsetikett bereithalten. Darf nicht in die Hände von Kindern gelangen. Nach Gebrauch Hände gründlich waschen. Sofort GIFTINFORMATIONSZENTRUM/Arzt anrufen. BEI KONTAKT MIT DEN AUGEN: Einige Minuten lang behutsam mit Wasser spülen. Eventuell vorhandene Kontaktlinsen nach Möglichkeit entfernen. Weiter spülen. Behälter nur völlig restentleert der Werstoffsammlung zuführen. Schutzhandschuhe/Schutzkleidung/Augenschutz/Gesichtsschutz tragen.ProduktbeschreibungArtikelnummer 8094869WC-Ente Total Aktiv Gel (WC-Reiniger auf Säurebasis) macht Ihre Toilette hygienisch rein, beseitigt 99,9 % der Keime und Bakterien, entfernt mit seiner kraftvollen Rezeptur selbst hartnäckigsten Kalk und wirkt extra stark gegen Urinstein. Dank der bewährten Entenhals-Technologie werden auch Verschmutzungen tief unter dem Toiletten-Rand beseitigt. So wirkt der WC-Hygienereiniger selbst da, wo die Bürste nur schlecht hinkommt. . Dieser starke WC-Reiniger ist in einer Vielzahl von Düften erhältlich, um Ihre Toilette nach Ihren Wünschen immer angenehm frisch zu halten. 
 Anwendungshinweise: Kippen Sie die Flasche, um den Flaschenhals mit WC-Gel zu befüllen. Flüssigkeit direkt unter den Toilettenrand geben und gleichmäßig innerhalb der Schüssel verteilen. Nachbürsten ober- und unterhalb der Wasserlinie ist eine geeignete Methode, um den durch den Toilettenreiniger bereits angelösten Schmutz auch mechanisch unterstützt weiter zu entfernen. Dann spülen. Flasche wieder fest verschließen. Für hartnäckige Verschmutzungen lassen Sie das Produkt länger einwirken, damit der WC-Reiniger extra stark wirkt.... mehr anzeigen""WC-Ente Total Aktiv Gel (WC-Reiniger auf Säurebasis) macht Ihre Toilette hygienisch rein, beseitigt 99,9 % der Keime und Bakterien, entfernt mit seiner kraftvollen Rezeptur selbst hartnäckigsten Kalk und wirkt extra stark gegen Urinstein. Dank der bewährten Entenhals-Technologie werden auch Verschmutzungen tief unter dem Toiletten-Rand beseitigt. So wirkt der WC-Hygienereiniger selbst da, wo die Bürste nur schlecht hinkommt. . Dieser starke WC-Reiniger ist in einer Vielzahl von Düften erhältlich, um Ihre Toilette nach Ihren Wünschen immer angenehm frisch zu halten.
Anwendungshinweise: Kippen Sie die Flasche, um den Flaschenhals mit WC-Gel zu befüllen. Flüssigkeit direkt unter den Toilettenrand geben und gleichmäßig innerhalb der Schüssel verteilen. Nachbürsten ober- und unterhalb der Wasserlinie ist eine geeignete Methode, um den durch den Toilettenreiniger bereits angelösten Schmutz auch mechanisch unterstützt weiter zu entfernen. Dann spülen. Flasche wieder fest verschließen. Für hartnäckige Verschmutzungen lassen Sie das Produkt länger einwirken, damit der WC-Reiniger extra stark wirkt.""HinweiseAufbewahrungs- und Verwendungshinweis: Außer Reichweite von Kindern aufbewahren.Information: Nur in der Toilette anwenden. Nicht mischen mit Bleich- oder Reinigungsmitteln auf Chlor- bzw. Sauerstoffbasis oder anderen Haushaltsreinigern. Produktspritzer sofort mit klarem Wasser gründlich entfernen, da es sonst zu Schäden oder Verfärbungen kommen kann.Biozid-Registriernummer: N-86642ArtikeldetailsMarke: WC-EnteUrsprungsland: Europäische UnionKontaktKontaktname: SC Johnson GmbHKontaktadresse: Postfach 1328,D - 40673 ErkrathFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8094869
278,"ProduktbeschreibungArtikelnummer 8106294Head & Shoulders Anti-Schuppen Shampoo 2-in-1 mit Pflegespülung bekämpft die Grundursache von Schuppen und bietet so bis zu 72 Stunden Schutz vor Schuppen*, Juckreiz** und Trockenheit. Die weiterentwickelte Formel ist dermatologisch getestet, mit ausgewogenem pH-Wert und mit Antioxidantien angereichert, für die sanfte Pflege von Haar und Kopfhaut. Für bis zu 100% schuppenfreies Haar*, klinisch getestet. Das Classic Clean Anti-Schuppen Shampoo 2-in-1 mit Pflegespülung reinigt Ihr Haar und sorgt dafür, dass es frisch und mit Feuchtigkeit versorgt bleibt. Head & Shoulders ist weltweit die Shampoo-Marke Nummer 1 (Berechnung von P&G, basierend auf den jährlichen Verkaufsdaten für die Kategorie Shampoo). Wir versuchen unser Bestes mit dem Planeten schonend umzugehen: 40% des für die Herstellung dieser Flasche verwendeten Plastik, mit Ausnahme der Kappe, ist recycelt. *bei regelmäßiger Anwendung; **Juckreiz aufgrund von Schuppen.InhaltsstoffeIngredients: Aqua, Sodium Laureth Sulfate, Sodium Lauryl Sulfate, Sodium Chloride, Sodium Xylenesulfonate, Cocamidopropyl Betaine, Glycol Distearate, Sodium Citrate, Parfum, Dimethiconol, Piroctone Olamine, Sodium Benzoate, Dimethicone, Citric Acid, Guar Hydroxypropyltrimonium Chloride, TEA-Dodecylbenzenesulfonate, Hexyl Cinnamal, Linalool, Tetrasodium EDTA, Sodium Hydroxide, Trideceth-10, Sodium Salicylate, Triethylene Glycol, Propylene Glycol, CI 42090, CI 17200.HinweiseInformation: Augenkontakt vermeiden. Bei Kontakt mit Wasser ausspülen.ArtikeldetailsMarke: Head & ShouldersUrsprungsland: FrankreichLaufzeit nach Öffnen: 12 MonateKontaktKontaktname: Procter & Gamble GmbHKontaktadresse: Sulzbacher Str. 40, 65824 SchwalbachMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8106294
37,"ProduktbeschreibungArtikelnummer 8112555ArtikeldetailsMarke: VivessFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8112555
913,"Gefahren- / WarnhinweiseAchtungKann allergische Hautreaktionen verursachen. Verursacht schwere Augenreizung. Ist ärztlicher Rat erforderlich, Verpackung oder Kennzeichnungsetikett bereithalten. Darf nicht in die Hände von Kindern gelangen. Einatmen von Staub/Rauch/Gas/Nebel/Dampf/Aerosol vermeiden. BEI BERÜHRUNG MIT DER HAUT: Mit viel Wasser waschen. Bei anhaltender Augenreizung: Ärztlichen Rat einholen/ärztliche Hilfe hinzuziehen. BEI KONTAKT MIT DEN AUGEN: Einige Minuten lang behutsam mit Wasser spülen. Eventuell vorhandene Kontaktlinsen nach Möglichkeit entfernen. Weiter spülen. ProduktbeschreibungArtikelnummer 8117868ArtikeldetailsMarke: DashUrsprungsland: RumänienKontaktKontaktname: DALLI-WERKE GmbH & Co. KGKontaktadresse: Zweifaller Str. 120 · 52224 Stolberg · GermanyMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8117868
437,"ProduktbeschreibungArtikelnummer 8126918Zutaten & AllergeneZutaten: SAHNEcremefüllung 70% (SAHNE 59%**, Zucker, Maisstärke, Emulgator Mono- und Diglyceride von Speisefettsäuren, Stabilisator Carrageen), VOLLEI*, Palmöl, Kartoffelstärke, Maisstärke, HÜHNEREIEIWEISSPULVER*, Backtriebmittel (Trinatriumdiphosphat, Natriumhydrogencarbonat), Dextrose, Verdickungsmittel (Guarkernmehl, Methylcellulose), Reisstärke, Inulin, Emulgatoren (Mono- und Diglyceride von Speisefettsäuren, Polyglycerinester von Speisefettsäuren), karamellisierter Zucker, jodiertes Speisesalz (Speisesalz, Kaliumjodat).  *Eier aus Bodenhaltung **bezogen auf das Gesamtprodukt  Kann Spuren von Schalenfrüchten und Soja enthalten. Zusatzstoffe: E 407, E 412, E 450 ii), E 461, E 471, E 475, E 500 ii)Allergenhinweise: Eier und Eierzeugnisse , Milch und Milcherzeugnisse (einschließlich Lactose)NährwerteDurchschnittliche Nährwertepro 100 gEnergie1.336 kJEnergie322 kcalFett26,1 gFett, davon gesättigte Fettsäuren17,6 gKohlenhydrate17,5 gKohlenhydrate, davon Zucker11,4 gEiweiß4,2 gSalz0,28 gHinweiseAufbewahrungshinweise: Kühlschrank (7 °C) 1 Tag; *-Fach oder Eiswürfelfach (-6 °C) 3 Tage; **-Fach (-12 °C) 2 Wochen; ***-Fach oder Tiefkühltruhe (-18 °C) siehe Aufdruck SeitenlascheVerwendungshinweise: Bei -18°CArtikeldetailsMarke: REWE frei vonEigenschaften: GlutenfreiUrsprungsland: NiederlandeKontaktKontaktname: Poppies GmbHKontaktadresse: Landsberger Str. 218, 12623 Berlin, DeutschlandFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8126918
34,"ProduktbeschreibungArtikelnummer 8195927Schokoladig, mit bayerischer Milch, ohne Gelatine und Konservierungsstoffe – Der große Bauer Stracciatella ist genau richtig für alle Liebhaber des italienischen Klassikers.Zutaten & AllergeneZutaten: JOGHURT mild, Zucker, 2,2 % Schokoladensplits (Kakaomasse, Kakaobutter, Zucker, Emulgator: Sonnenblumenlecithine), modifizierte Stärke, Verdickungsmittel: Guarkernmehl, Pektine, Xanthan; Säureregulator: Citronensäure; natürliches Aroma.Allergenhinweise: Enthält: Milch und Milcherzeugnisse (einschließlich Lactose).NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie447 kJEnergie106 kcalFett4,3 gFett, davon gesättigte Fettsäuren2,9 gKohlenhydrate13,6 gKohlenhydrate, davon Zucker13 gEiweiß3,2 gSalz0,04 gHinweiseAufbewahrungs- und Verwendungshinweis: Bei +8°C mindestens haltbar bis: siehe DeckelArtikeldetailsMarke: BauerUrsprungsland: DeutschlandSorte: StracciatellaKontaktKontaktname: Die Privatmolkerei BauerKontaktadresse: 83512 Wasserburg/InnMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8195927
456,"ProduktbeschreibungArtikelnummer 8206186Zutaten & AllergeneZutaten: HAFERVOLLKORNFLOCKEN* glutenfrei 58,5%, Schokolade* 15% (Rohrohrzucker*, Kakaomasse*/**, Kakaobutter*/**, Emulgator (Lecithine*)), Maisgrieß*, Maisgrütze*, Reismehl*, Rohrohrzucker*, Kakaopulver*/** 1,6%, Meersalz.*aus kontroliert biologischem Anbau**Rainforest Alliance CertifiedTMFür mehr Information: www.ra.org.  Kann Spuren von Soja, Milchprotein, Schalenfrüchten und Sesam enthalten. Zusatzstoffe: E 322NährwerteDurchschnittliche Nährwertepro 100 gEnergie1.627 kJEnergie386 kcalFett8,1 gFett, davon gesättigte Fettsäuren3,1 gKohlenhydrate63,6 gKohlenhydrate, davon Zucker12,9 gEiweiß10,7 gSalz0,24 gHinweiseVerwendungshinweise: Trocken lagern. Vor Wärme schützen.ArtikeldetailsMarke: REWE frei vonEigenschaften: Glutenfrei, Laktosefrei, BioUrsprungsland: DeutschlandKontaktKontaktname: Bauck GmbHKontaktadresse: Duhenweitz 4, 29571 Rosche, DeutschlandFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8206186
86,"ProduktbeschreibungArtikelnummer 8235071HinweiseVerwendungshinweise: Trocken und kühl lagern.ArtikeldetailsMarke: ZooRoyalUrsprungsland: DeutschlandTierart: HundAltersstufe des Haustieres: AdultFutterart: AlleinfutterKontaktKontakt: FRAGEN ZU DIESEM PRODUKT? Hotline: 00800 95150000 (gebührenfrei aus dem dt. & österr. Fest- und Mobilfunknetz) oder per E-Mail: qualitaetssicherung@zooroyal.com, www.zooroyal.com/kontaktKontaktname: ZooRoyal Petcare GmbHKontaktadresse: Schanzenstraße 6-20, 51063 Köln, DeutschlandFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8235071
709,"ProduktbeschreibungArtikelnummer 8253459Zutaten & AllergeneZutaten: Zutaten: MILCH, Salz, Lab.Allergenhinweise: Milch und Milcherzeugnisse (einschließlich Lactose)NährwerteDurchschnittliche Nährwertepro 100 gEnergie1.675 kJEnergie403 kcalFett30 gFett, davon gesättigte Fettsäuren20 gKohlenhydrate0 gKohlenhydrate, davon Zucker0 gEiweiß32 gSalz1,6 gArtikeldetailsMarke: Marca ItaliaUrsprungsland: ItalienKontaktKontaktname: Trentin S.p.A.Kontaktadresse: Via Genova 19, Cerea, 37053, ItalienFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8253459
816,"ProduktbeschreibungArtikelnummer 8274455Die herrvoragende Qualität der Alpia Schokolade wird durch unsere regelmässigen Untersuchungen bestätigt. Sollte unser Erzeugnich auf dem Weg zu Ihnen Schaden genommen haben, senden Sie uns bitte die angebrochene Packung zu. Stollwerck wird sie Ihnen selbstverständlich sofort ersetzen.Zutaten & AllergeneZutaten: gesalzenes Laugengebäck (WEIZENmehl (GLUTEN), Rapsöl, Salz, Hefe, WEIZENmalzmehl (GLUTEN), Backtriebmittel: Natriumcarbonate), Zucker, Kakaobutter, VollMILCHpulver, Kakaomasse, MILCHzucker, Süssmolkenpulver (MILCH), MagerMILCHpulver, Emulgator: Lecithine (SOJA), E476; Salz, natürliches Vanille-Aroma. kann enthalten: Haselnüsse, andere Schalenfrüchte, Erdnüsse, SesamAllergenhinweise: Weizen, Gluten, Milch, SojaEnthält: Milch und Milcherzeugnisse (einschließlich Lactose). Weizen und Weizenerzeugnisse (glutenhaltiges Getreide). Glutenhaltiges Getreide und glutenhaltige Getreideerzeugnisse. Soja und Sojaerzeugnisse. Kann enthalten: Haselnuss und Haselnusserzeugnisse. Nüsse und Nusserzeugnisse. Erdnüsse und Erdnusserzeugnisse. Sesamsamen und Sesamsamenerzeugnisse.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie2.006 kJEnergie478 kcalFett21 gFett, davon gesättigte Fettsäuren11 gKohlenhydrate63 gKohlenhydrate, davon Zucker31 gEiweiß8,8 gSalz1,8 gHinweiseAufbewahrungs- und Verwendungshinweis: Bitte kühl und trocken aufbewahren.ArtikeldetailsMarke: AlpiaUrsprungsland: DeutschlandKontaktKontaktname: Stollwerck GmbHKontaktadresse: Am Stammgleis 9, 22844 Norderstedt, Germany / DEFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8274455
719,"ProduktbeschreibungArtikelnummer 8276768Zutaten & AllergeneZutaten: Zutaten: KUHMILCH, SCHAFMILCH, ZIEGENMILCH, Salz, mikrobielles Lab, gehackte Minze.Allergenhinweise: Milch und Milcherzeugnisse (einschließlich Lactose)NährwerteDurchschnittliche Nährwertepro 100 gEnergie1.385 kJEnergie334 kcalFett26,4 gFett, davon gesättigte Fettsäuren18,2 gKohlenhydrate1,2 gKohlenhydrate, davon Zucker1,2 gEiweiß21,6 gSalz2,8 gArtikeldetailsMarke: Marka HellasUrsprungsland: ZypernKontaktKontaktname: NORDEX FOOD AUSTRIA Ges.m.b.HKontaktadresse: Langwieserstraße 134, 4802 Ebensee, ÖsterreichFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8276768
268,"Gefahren- / WarnhinweiseGefahrExtrem entzündbares Aerosol. Behälter steht unter Druck: Kann bei Erwärmung bersten. Schädlich für Wasserorganismen, mit langfristiger Wirkung. Kann allergische Hautreaktionen verursachen. Schädlich für Wasserorganismen, mit langfristiger Wirkung. Enthält Pin-2(10)-en, 1-(2,6,6-Trimethyl-3-cyclohexen-1-yl)-2-buten-1-on, Geranylacetat, alpha-Hexylzimtaldehyd. Kann allergische Reaktionen hervorrufen.Ist ärztlicher Rat erforderlich, Verpackung oder Kennzeichnungsetikett bereithalten. Darf nicht in die Hände von Kindern gelangen. BEI BERÜHRUNG MIT DER HAUT: Mit viel Wasser und Seife waschen. Bei Hautreizung oder -ausschlag: Ärztlichen Rat einholen/ärztliche Hilfe hinzuziehen. BEI KONTAKT MIT DEN AUGEN: Einige Minuten lang behutsam mit Wasser spülen. Eventuell vorhandene Kontaktlinsen nach Möglichkeit entfernen. Weiter spülen. Vor Sonnenbestrahlung schützen. Nicht Temperaturen über 50 °C/122 °F aussetzen. Von Hitze, heißen Oberflächen, Funken, offenen Flammen und anderen Zündquellen fernhalten. Nicht rauchen. Nicht gegen offene Flamme oder andere Zündquelle sprühen. Nicht durchstechen oder verbrennen, auch nicht nach Gebrauch. Schutzhandschuhe/Schutzkleidung/Augenschutz/Gesichtsschutz tragen.  Einatmen von Staub/Rauch/Gas/Nebel/Dampf/Aerosol vermeiden. Bei anhaltender Augenreizung: Ärztlichen Rat einholen/ärztliche Hilfe hinzuziehen. Behälter nur völlig restentleert der Wertstoffsammlung zuführen.ProduktbeschreibungArtikelnummer 8277074Glade Touch & Fresh (ehemals Brise One Touch) bietet eine schnelle und wirksame Möglicheit, Ihr Badezimmer mit Frische zu füllen. Mit nur einer Berührung erhalten Sie konzentrierte Frische (10 Mal mehr als Glade Duftspray), so dass Sie sich sofort in Ihrem Badezimmer wohlfühlen. Zudem hinterlässt der Glade Touch & Fresh keine lästigen Rückstände auf Oberflächen dank des feinen, sanften Sprühnebels mit 50-fach leichteren Dufttröpfchen (verglichen mit Glade Duftspray). Sie können Ihren Glade Touch & Fresh Halter wie gewohnt an der Wand befestigen, nach Belieben aus der Wandhalterung herausnehmen oder ihn flexibel auf einer gewünschten Oberfläche hinstellen. Das Produkt ist klein, dezent und passt in jede Einrichtung. Anwendung: Der Original Duftspender kann beliebig nachgefüllt werden und ist somit mehrfach verwendbar. Um einen gleichmäßigen Sprühstoß zu gewährleisten muss die Nachfüllpatrone zwischen beide Zapfen des Dufthalters in den Verbindungsstücken des Bodenteils einrasten, da sonst keine Hebelwirkung erzielt werden kann.... mehr anzeigenGlade Touch & Fresh bietet eine schnelle und wirksame Möglicheit, Ihr Badezimmer mit Frische zu füllen. Mit nur einer Berührung erhalten Sie konzentrierte Frische, sodass Sie sich sofort in Ihrem Badezimmer wohlfühlen. Sie können Ihren Glade Touch & Fresh Halter wie gewohnt an der Wand befestigen, nach Belieben aus der Wandhalterung herausnehmen oder ihn flexibel auf einer gewünschten Oberfläche hinstellen. Das Produkt ist klein, dezent und ist in verschiedenen Duftrichtungen erhältlich.HinweiseAufbewahrungs- und Verwendungshinweis: Darf nicht in die Hände von Kindern gelangen. Vor Sonnenbestrahlung schützen. Nicht Temperaturen über 50 °C aussetzen.Information: Enthält Linalool, d-Limone, Citral, Geraniol.Achtung: Anwendung nur nach Gebrauchsanweisung. Nur in gut gelüfteten Bereichen verwenden. An einem kühlen, trockenen Ort aufbewahren. Personen, die auf Duftstoffe empfindlich reagieren, sollten dieses Produkt mit Vorsicht verwenden. Raumdüfte sind kein Ersatz für gute Haushaltshygiene.ArtikeldetailsMarke: GladeUrsprungsland: Europäische UnionKontaktKontaktname: SC Johnson GmbHKontaktadresse: Postfach 1328D - 40673 ErkrathMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8277074
277,"ProduktbeschreibungArtikelnummer 8288905Die zarte Haut Ihres Babys ist sehr empfindlich und verdient eine sanfte Reinigung, beginnend mit dem Windelwechseln. Pampers Sensitive Feuchttücher bieten jetzt eine noch weichere und gründlichere Reinigung (im Vergleich zum vorherigen Produkt), um die empfindliche Haut Ihres Babys dank des weicheren und stärkeren Stoffs so gut wie möglich zu pflegen. Die Enzyme von Urin und Stuhl verändern den pH-Wert der zarten Babyhaut und erhöhen das Risiko von Reizungen und Windelausschlag. Alle Pampers Feuchttücher enthalten eine einzigartige Formel, die den natürlichen pH-Wert der Babyhaut besser schützt als Baumwolle und Wasser. Pampers Sensitive Feuchttücher sind dermatologisch getestet und von Dermatologen der Skin Health Alliance bestätigt. Da Pampers Sensitive für die empfindliche Babyhaut entwickelt wurden, enthalten sie keinen Alkohol, kein Parfüm und keine Farbstoffe.InhaltsstoffeIngredients: Aqua, Citric Acid, PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Sorbitan Caprylate, Sodium Benzoate, Disodium EDTA, BIS-PEG/PPG-16/16 PEG/PPG-16/16 Dimethicone, Xanthan Gum, Pentadecalactone, Dipropylene Glycol, Caprylic/Capric Triglyceride.HinweiseInformation: Um Erstickungs- und Erwürgungsgefahr zu vermeiden, halten Sie sämtliche Verpackungsmaterialien von Babys und Kindern fern.ArtikeldetailsMarke: PampersUrsprungsland: DeutschlandLaufzeit nach Öffnen: 3 MonateKontaktKontaktname: Procter & Gamble GmbHKontaktadresse: Sulzbacher Str. 40, 65824 SchwalbachMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8288905
177,"ProduktbeschreibungArtikelnummer 8293683Zutaten & AllergeneZutaten: WEIZENMEHL (83 g*), SESAMSAMEN (10 g*), Sonnenblumenöl, Hefe, Zucker, Salz, Meersalz (0,6 g*). Die hervorgehobenen Zutaten können bei Personen mit Allergien und Unverträglichkeiten Reaktionen verursachen. *In g pro 100 g ProduktAllergenhinweise: Enthält: Weizen und Weizenerzeugnisse (glutenhaltiges Getreide). Sesamsamen und Sesamsamenerzeugnisse. Glutenhaltiges Getreide und glutenhaltige Getreideerzeugnisse.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie1.715 kJEnergie407 kcalFett10 gFett, davon gesättigte Fettsäuren1,2 gKohlenhydrate64,3 gKohlenhydrate, davon Zucker3,5 gBallaststoffe6 gEiweiß12 gSalz1,28 gHinweiseAufbewahrungs- und Verwendungshinweis: Trocken, vor Licht und Wärme geschützt lagern.ArtikeldetailsMarke: WasaUrsprungsland: SchwedenKontaktKontaktname: Barilla Deutschland GmbH, Bereich WasaKontaktadresse: Wasastraße 10, D-29229 CelleMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8293683
41,"ProduktbeschreibungArtikelnummer 8295689Clubs Cracker sind ein Klassiker, der (seit) Generationen begeistert: Die knusprig-zarten Cracker werden im Ofen goldgelb gebacken und anschließend fein gesalzen. Jeder kennt sie und sie passen garantiert zu jedem Anlass. Pur, belegt oder gedippt - Clubs sind einfach immer ein Highlight! Ohne zugesetzte Geschmacksverstärker, in einer recyclingfähigen Verpackung, geeignet für Vegetarier und oft länger gut als das Mindesthaltbarkeitsdatum.Zutaten & AllergeneZutaten: WEIZENMEHL, Rapsöl, Zucker, GERSTENMALZEXTRAKT, Salz, VOLLMILCHPULVER, Hefe, Backtriebmittel: Ammoniumhydrogencarbonat, Natriumhydrogencarbonat. KANN SESAMSAMEN UND EI ENTHALTEN.Allergenhinweise: Enthält: Gerste und Gerstenerzeugnisse (glutenhaltiges Getreide). Milch und Milcherzeugnisse (einschließlich Lactose). Weizen und Weizenerzeugnisse (glutenhaltiges Getreide). Kann enthalten: Eier und Eierzeugnisse. Sesamsamen und Sesamsamenerzeugnisse.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie2.017 kJEnergie481 kcalFett21 gFett, davon gesättigte Fettsäuren1,6 gKohlenhydrate62 gKohlenhydrate, davon Zucker8,5 gBallaststoffe2,8 gEiweiß9,6 gSalz2 gHinweiseAufbewahrungs- und Verwendungshinweis: Trocken lagern. Vor Wärme schützen.ArtikeldetailsMarke: LorenzUrsprungsland: PolenKontaktKontaktname: Lajkonik Snacks Sp. z o.o.Kontaktadresse: ul. Pilsudskiego 1, 32-050 Skawina, PolenMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8295689
189,"ProduktbeschreibungArtikelnummer 8299242Zutaten & AllergeneZutaten: Gurken, Branntweinessig, Zucker, Zwiebeln, Salz, Dill, SENFKÖRNER, Gewürze, Gewürzextrakte.Allergenhinweise: Enthält: Senf- und Senferzeugnisse.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie150 kJEnergie35 kcalFett0,1 gFett, davon gesättigte Fettsäuren< 0,1 gKohlenhydrate6,8 gKohlenhydrate, davon Zucker6,7 gBallaststoffe1,5 gEiweiß0,5 gSalz1,4 gArtikeldetailsMarke: SpreewaldhofNettofüllmenge: 670 GUrsprungsland: DeutschlandAbtropfgewicht: 360 gKontaktKontaktname: Obst- und Gemüseverarbeitung ""Spreewaldkonserve"" Golßen GmbHKontaktadresse: Bahnhofstraße 1, 15938 GolßenMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8299242
68,"Bestellung ab 18 Jahren.Für dieses Produkt gilt das Jugendschutzgesetz.ProduktbeschreibungArtikelnummer 8324771Zutaten & AllergeneAllergenhinweise: Enthält: Keine deklarationspflichtigen Allergene enthalten.ArtikeldetailsMarke: PitúUrsprungsland: BrasilienAlkoholgehalt: 38 % Vol.KontaktKontaktname: Pitú Importadora-Exportadora GmbHKontaktadresse: D-85435 ErdingMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8324771
